time,latitud,longitud,TnAM,CodigoNacional,nombreEstacion
2002-01-01 12:00:00,-18.35555,-70.34028,18.9,180005.0,"Chacalluta, Arica Ap."
2002-01-02 12:00:00,-18.35555,-70.34028,17.7,180005.0,"Chacalluta, Arica Ap."
2002-01-03 12:00:00,-18.35555,-70.34028,16.5,180005.0,"Chacalluta, Arica Ap."
2002-01-04 12:00:00,-18.35555,-70.34028,16.8,180005.0,"Chacalluta, Arica Ap."
2002-01-05 12:00:00,-18.35555,-70.34028,17.4,180005.0,"Chacalluta, Arica Ap."
2002-01-06 12:00:00,-18.35555,-70.34028,17.0,180005.0,"Chacalluta, Arica Ap."
2002-01-07 12:00:00,-18.35555,-70.34028,18.1,180005.0,"Chacalluta, Arica Ap."
2002-01-08 12:00:00,-18.35555,-70.34028,17.5,180005.0,"Chacalluta, Arica Ap."
2002-01-09 12:00:00,-18.35555,-70.34028,17.2,180005.0,"Chacalluta, Arica Ap."
2002-01-10 12:00:00,-18.35555,-70.34028,20.1,180005.0,"Chacalluta, Arica Ap."
2002-01-11 12:00:00,-18.35555,-70.34028,17.3,180005.0,"Chacalluta, Arica Ap."
2002-01-12 12:00:00,-18.35555,-70.34028,17.7,180005.0,"Chacalluta, Arica Ap."
2002-01-13 12:00:00,-18.35555,-70.34028,18.2,180005.0,"Chacalluta, Arica Ap."
2002-01-14 12:00:00,-18.35555,-70.34028,18.7,180005.0,"Chacalluta, Arica Ap."
2002-01-15 12:00:00,-18.35555,-70.34028,18.6,180005.0,"Chacalluta, Arica Ap."
2002-01-16 12:00:00,-18.35555,-70.34028,19.1,180005.0,"Chacalluta, Arica Ap."
2002-01-17 12:00:00,-18.35555,-70.34028,18.8,180005.0,"Chacalluta, Arica Ap."
2002-01-18 12:00:00,-18.35555,-70.34028,19.1,180005.0,"Chacalluta, Arica Ap."
2002-01-19 12:00:00,-18.35555,-70.34028,18.5,180005.0,"Chacalluta, Arica Ap."
2002-01-20 12:00:00,-18.35555,-70.34028,18.5,180005.0,"Chacalluta, Arica Ap."
2002-01-21 12:00:00,-18.35555,-70.34028,18.3,180005.0,"Chacalluta, Arica Ap."
2002-01-22 12:00:00,-18.35555,-70.34028,18.1,180005.0,"Chacalluta, Arica Ap."
2002-01-23 12:00:00,-18.35555,-70.34028,19.7,180005.0,"Chacalluta, Arica Ap."
2002-01-24 12:00:00,-18.35555,-70.34028,19.5,180005.0,"Chacalluta, Arica Ap."
2002-01-25 12:00:00,-18.35555,-70.34028,20.6,180005.0,"Chacalluta, Arica Ap."
2002-01-26 12:00:00,-18.35555,-70.34028,18.9,180005.0,"Chacalluta, Arica Ap."
2002-01-27 12:00:00,-18.35555,-70.34028,18.4,180005.0,"Chacalluta, Arica Ap."
2002-01-28 12:00:00,-18.35555,-70.34028,18.3,180005.0,"Chacalluta, Arica Ap."
2002-01-29 12:00:00,-18.35555,-70.34028,19.8,180005.0,"Chacalluta, Arica Ap."
2002-01-30 12:00:00,-18.35555,-70.34028,20.2,180005.0,"Chacalluta, Arica Ap."
