time,latitud,longitud,min,prom,max,s_cod,nombre
2022-01-01 01:00:00,-29.0572,-70.90517,13.26,14.018,14.71,CACHTA,Cachiyuyo
2022-01-01 02:00:00,-29.0572,-70.90517,12.69,13.164,13.47,CACHTA,Cachiyuyo
2022-01-01 03:00:00,-29.0572,-70.90517,12.76,13.798,14.36,CACHTA,Cachiyuyo
2022-01-01 04:00:00,-29.0572,-70.90517,14.19,14.441,14.8,CACHTA,Cachiyuyo
2022-01-01 05:00:00,-29.0572,-70.90517,14.15,14.371,14.76,CACHTA,Cachiyuyo
2022-01-01 06:00:00,-29.0572,-70.90517,13.95,14.486,15.64,CACHTA,Cachiyuyo
2022-01-01 07:00:00,-29.0572,-70.90517,15.51,16.558,18.28,CACHTA,Cachiyuyo
2022-01-01 08:00:00,-29.0572,-70.90517,18.14,19.309,20.69,CACHTA,Cachiyuyo
2022-01-01 09:00:00,-29.0572,-70.90517,20.62,22.183,23.31,CACHTA,Cachiyuyo
2022-01-01 10:00:00,-29.0572,-70.90517,23.04,24.319,26.49,CACHTA,Cachiyuyo
2022-01-01 11:00:00,-29.0572,-70.90517,25.6,27.54,29.04,CACHTA,Cachiyuyo
2022-01-01 12:00:00,-29.0572,-70.90517,28.09,28.611,29.11,CACHTA,Cachiyuyo
2022-01-01 13:00:00,-29.0572,-70.90517,27.95,29.451,30.35,CACHTA,Cachiyuyo
2022-01-01 14:00:00,-29.0572,-70.90517,29.13,29.834,31.23,CACHTA,Cachiyuyo
2022-01-01 15:00:00,-29.0572,-70.90517,28.92,29.526,30.28,CACHTA,Cachiyuyo
2022-01-01 16:00:00,-29.0572,-70.90517,28.55,29.279,29.8,CACHTA,Cachiyuyo
2022-01-01 17:00:00,-29.0572,-70.90517,28.28,28.773,29.64,CACHTA,Cachiyuyo
2022-01-01 18:00:00,-29.0572,-70.90517,25.11,26.793,28.56,CACHTA,Cachiyuyo
2022-01-01 19:00:00,-29.0572,-70.90517,20.4,22.215,25.22,CACHTA,Cachiyuyo
2022-01-01 20:00:00,-29.0572,-70.90517,19.07,19.749,20.51,CACHTA,Cachiyuyo
2022-01-01 21:00:00,-29.0572,-70.90517,18.67,19.42,19.82,CACHTA,Cachiyuyo
2022-01-01 22:00:00,-29.0572,-70.90517,17.96,18.472,19.09,CACHTA,Cachiyuyo
2022-01-01 23:00:00,-29.0572,-70.90517,17.8,18.838,19.33,CACHTA,Cachiyuyo
2022-01-02 00:00:00,-29.0572,-70.90517,17.43,17.603,17.87,CACHTA,Cachiyuyo
2022-01-02 01:00:00,-29.0572,-70.90517,16.96,17.571,17.87,CACHTA,Cachiyuyo
2022-01-02 02:00:00,-29.0572,-70.90517,16.28,16.745,17.23,CACHTA,Cachiyuyo
