time,latitud,longitud,HR_Valor,CodigoNacional,nombreEstacion
1968-01-01 18:00:00,-18.35555,-70.34028,58.0,180005.0,"Chacalluta, Arica Ap."
1968-01-01 21:00:00,-18.35555,-70.34028,50.0,180005.0,"Chacalluta, Arica Ap."
1968-01-02 00:00:00,-18.35555,-70.34028,65.0,180005.0,"Chacalluta, Arica Ap."
1968-01-02 03:00:00,-18.35555,-70.34028,73.0,180005.0,"Chacalluta, Arica Ap."
1968-01-02 06:00:00,-18.35555,-70.34028,75.0,180005.0,"Chacalluta, Arica Ap."
1968-01-02 09:00:00,-18.35555,-70.34028,79.0,180005.0,"Chacalluta, Arica Ap."
1968-01-02 12:00:00,-18.35555,-70.34028,53.0,180005.0,"Chacalluta, Arica Ap."
1968-01-02 15:00:00,-18.35555,-70.34028,51.0,180005.0,"Chacalluta, Arica Ap."
1968-01-02 18:00:00,-18.35555,-70.34028,55.0,180005.0,"Chacalluta, Arica Ap."
1968-01-03 18:00:00,-18.35555,-70.34028,66.0,180005.0,"Chacalluta, Arica Ap."
1968-01-03 21:00:00,-18.35555,-70.34028,72.0,180005.0,"Chacalluta, Arica Ap."
1968-01-04 00:00:00,-18.35555,-70.34028,77.0,180005.0,"Chacalluta, Arica Ap."
1968-01-04 03:00:00,-18.35555,-70.34028,81.0,180005.0,"Chacalluta, Arica Ap."
1968-01-04 06:00:00,-18.35555,-70.34028,88.0,180005.0,"Chacalluta, Arica Ap."
1968-01-04 09:00:00,-18.35555,-70.34028,84.0,180005.0,"Chacalluta, Arica Ap."
1968-01-04 12:00:00,-18.35555,-70.34028,77.0,180005.0,"Chacalluta, Arica Ap."
1968-01-04 15:00:00,-18.35555,-70.34028,56.0,180005.0,"Chacalluta, Arica Ap."
1968-01-04 18:00:00,-18.35555,-70.34028,55.0,180005.0,"Chacalluta, Arica Ap."
1968-01-04 21:00:00,-18.35555,-70.34028,59.0,180005.0,"Chacalluta, Arica Ap."
1968-01-05 00:00:00,-18.35555,-70.34028,72.0,180005.0,"Chacalluta, Arica Ap."
1968-01-05 03:00:00,-18.35555,-70.34028,76.0,180005.0,"Chacalluta, Arica Ap."
1968-01-05 06:00:00,-18.35555,-70.34028,81.0,180005.0,"Chacalluta, Arica Ap."
1968-01-05 09:00:00,-18.35555,-70.34028,81.0,180005.0,"Chacalluta, Arica Ap."
1968-01-05 12:00:00,-18.35555,-70.34028,74.0,180005.0,"Chacalluta, Arica Ap."
1968-01-05 15:00:00,-18.35555,-70.34028,60.0,180005.0,"Chacalluta, Arica Ap."
1968-01-05 18:00:00,-18.35555,-70.34028,61.0,180005.0,"Chacalluta, Arica Ap."
1968-01-05 21:00:00,-18.35555,-70.34028,68.0,180005.0,"Chacalluta, Arica Ap."
1968-01-06 00:00:00,-18.35555,-70.34028,82.0,180005.0,"Chacalluta, Arica Ap."
1968-01-06 03:00:00,-18.35555,-70.34028,78.0,180005.0,"Chacalluta, Arica Ap."
1968-01-06 06:00:00,-18.35555,-70.34028,80.0,180005.0,"Chacalluta, Arica Ap."
1968-01-06 09:00:00,-18.35555,-70.34028,79.0,180005.0,"Chacalluta, Arica Ap."
1968-01-06 12:00:00,-18.35555,-70.34028,72.0,180005.0,"Chacalluta, Arica Ap."
1968-01-06 15:00:00,-18.35555,-70.34028,62.0,180005.0,"Chacalluta, Arica Ap."
1968-01-06 18:00:00,-18.35555,-70.34028,61.0,180005.0,"Chacalluta, Arica Ap."
1968-01-06 21:00:00,-18.35555,-70.34028,63.0,180005.0,"Chacalluta, Arica Ap."
1968-01-07 00:00:00,-18.35555,-70.34028,70.0,180005.0,"Chacalluta, Arica Ap."
1968-01-07 03:00:00,-18.35555,-70.34028,75.0,180005.0,"Chacalluta, Arica Ap."
1968-01-07 06:00:00,-18.35555,-70.34028,75.0,180005.0,"Chacalluta, Arica Ap."
1968-01-07 09:00:00,-18.35555,-70.34028,75.0,180005.0,"Chacalluta, Arica Ap."
1968-01-07 12:00:00,-18.35555,-70.34028,70.0,180005.0,"Chacalluta, Arica Ap."
1968-01-07 15:00:00,-18.35555,-70.34028,59.0,180005.0,"Chacalluta, Arica Ap."
1968-01-07 18:00:00,-18.35555,-70.34028,62.0,180005.0,"Chacalluta, Arica Ap."
1968-01-07 21:00:00,-18.35555,-70.34028,70.0,180005.0,"Chacalluta, Arica Ap."
1968-01-08 00:00:00,-18.35555,-70.34028,80.0,180005.0,"Chacalluta, Arica Ap."
1968-01-08 03:00:00,-18.35555,-70.34028,82.0,180005.0,"Chacalluta, Arica Ap."
1968-01-08 06:00:00,-18.35555,-70.34028,84.0,180005.0,"Chacalluta, Arica Ap."
1968-01-08 09:00:00,-18.35555,-70.34028,80.0,180005.0,"Chacalluta, Arica Ap."
1968-01-08 12:00:00,-18.35555,-70.34028,78.0,180005.0,"Chacalluta, Arica Ap."
1968-01-08 15:00:00,-18.35555,-70.34028,60.0,180005.0,"Chacalluta, Arica Ap."
1968-01-08 18:00:00,-18.35555,-70.34028,57.0,180005.0,"Chacalluta, Arica Ap."
