time,latitud,longitud,TxPM,CodigoNacional,nombreEstacion
2022-01-02 00:00:00,-18.35555,-70.34028,24.0,180005.0,"Chacalluta, Arica Ap."
2022-01-03 00:00:00,-18.35555,-70.34028,24.3,180005.0,"Chacalluta, Arica Ap."
2022-01-04 00:00:00,-18.35555,-70.34028,24.0,180005.0,"Chacalluta, Arica Ap."
2022-01-05 00:00:00,-18.35555,-70.34028,24.7,180005.0,"Chacalluta, Arica Ap."
2022-01-06 00:00:00,-18.35555,-70.34028,24.3,180005.0,"Chacalluta, Arica Ap."
2022-01-07 00:00:00,-18.35555,-70.34028,24.6,180005.0,"Chacalluta, Arica Ap."
2022-01-08 00:00:00,-18.35555,-70.34028,23.9,180005.0,"Chacalluta, Arica Ap."
2022-01-09 00:00:00,-18.35555,-70.34028,24.4,180005.0,"Chacalluta, Arica Ap."
2022-01-10 00:00:00,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
2022-01-11 00:00:00,-18.35555,-70.34028,25.7,180005.0,"Chacalluta, Arica Ap."
2022-01-12 00:00:00,-18.35555,-70.34028,25.1,180005.0,"Chacalluta, Arica Ap."
2022-01-13 00:00:00,-18.35555,-70.34028,24.8,180005.0,"Chacalluta, Arica Ap."
2022-01-14 00:00:00,-18.35555,-70.34028,25.1,180005.0,"Chacalluta, Arica Ap."
2022-01-15 00:00:00,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
2022-01-16 00:00:00,-18.35555,-70.34028,25.5,180005.0,"Chacalluta, Arica Ap."
2022-01-17 00:00:00,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
2022-01-18 00:00:00,-18.35555,-70.34028,25.0,180005.0,"Chacalluta, Arica Ap."
2022-01-02 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-03 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-04 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-05 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-06 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-07 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-08 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-09 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-10 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-11 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-12 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-13 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-14 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-15 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-16 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-17 00:00:00,-18.2,-69.5625,,180017.0,Putre
2022-01-18 00:00:00,-18.2,-69.5625,,180017.0,Putre
