time,latitud,longitud,RRR24_Valor,Traza_Valor,CodigoNacional,nombreEstacion
1969-01-01 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-02 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-03 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-04 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-05 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-06 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-07 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-08 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-09 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-10 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-11 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-12 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-13 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-14 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-15 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-16 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-17 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-18 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-19 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-20 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-21 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-22 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-23 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-24 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-25 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-26 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-27 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-28 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-29 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-30 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
1969-01-31 12:00:00,-33.445,-70.68278,0.0,0.0,330020.0,"Quinta Normal, Santiago"
