time,latitud,longitud,QFF_Valor,CodigoNacional,nombreEstacion
1950-01-01 12:00:00,-33.445,-70.68278,951.4,330020.0,"Quinta Normal, Santiago"
1950-01-01 18:00:00,-33.445,-70.68278,950.7,330020.0,"Quinta Normal, Santiago"
1950-01-01 23:00:00,-33.445,-70.68278,949.9,330020.0,"Quinta Normal, Santiago"
1950-01-02 12:00:00,-33.445,-70.68278,951.4,330020.0,"Quinta Normal, Santiago"
1950-01-02 18:00:00,-33.445,-70.68278,951.1,330020.0,"Quinta Normal, Santiago"
1950-01-02 23:00:00,-33.445,-70.68278,950.0,330020.0,"Quinta Normal, Santiago"
1950-01-03 12:00:00,-33.445,-70.68278,951.8,330020.0,"Quinta Normal, Santiago"
1950-01-03 18:00:00,-33.445,-70.68278,950.8,330020.0,"Quinta Normal, Santiago"
1950-01-03 23:00:00,-33.445,-70.68278,950.0,330020.0,"Quinta Normal, Santiago"
1950-01-04 12:00:00,-33.445,-70.68278,951.3,330020.0,"Quinta Normal, Santiago"
1950-01-04 18:00:00,-33.445,-70.68278,950.5,330020.0,"Quinta Normal, Santiago"
1950-01-04 23:00:00,-33.445,-70.68278,950.7,330020.0,"Quinta Normal, Santiago"
1950-01-05 12:00:00,-33.445,-70.68278,954.7,330020.0,"Quinta Normal, Santiago"
1950-01-05 18:00:00,-33.445,-70.68278,954.5,330020.0,"Quinta Normal, Santiago"
1950-01-05 23:00:00,-33.445,-70.68278,953.9,330020.0,"Quinta Normal, Santiago"
1950-01-06 12:00:00,-33.445,-70.68278,954.3,330020.0,"Quinta Normal, Santiago"
1950-01-06 18:00:00,-33.445,-70.68278,952.4,330020.0,"Quinta Normal, Santiago"
1950-01-06 23:00:00,-33.445,-70.68278,951.0,330020.0,"Quinta Normal, Santiago"
1950-01-07 12:00:00,-33.445,-70.68278,952.3,330020.0,"Quinta Normal, Santiago"
1950-01-07 18:00:00,-33.445,-70.68278,950.6,330020.0,"Quinta Normal, Santiago"
1950-01-07 23:00:00,-33.445,-70.68278,950.2,330020.0,"Quinta Normal, Santiago"
1950-01-08 12:00:00,-33.445,-70.68278,952.1,330020.0,"Quinta Normal, Santiago"
1950-01-08 18:00:00,-33.445,-70.68278,952.9,330020.0,"Quinta Normal, Santiago"
1950-01-08 23:00:00,-33.445,-70.68278,953.2,330020.0,"Quinta Normal, Santiago"
1950-01-09 12:00:00,-33.445,-70.68278,958.4,330020.0,"Quinta Normal, Santiago"
1950-01-09 18:00:00,-33.445,-70.68278,957.3,330020.0,"Quinta Normal, Santiago"
1950-01-09 23:00:00,-33.445,-70.68278,955.4,330020.0,"Quinta Normal, Santiago"
1950-01-10 12:00:00,-33.445,-70.68278,955.8,330020.0,"Quinta Normal, Santiago"
1950-01-10 18:00:00,-33.445,-70.68278,954.6,330020.0,"Quinta Normal, Santiago"
1950-01-10 23:00:00,-33.445,-70.68278,952.7,330020.0,"Quinta Normal, Santiago"
1950-01-11 12:00:00,-33.445,-70.68278,953.8,330020.0,"Quinta Normal, Santiago"
1950-01-11 18:00:00,-33.445,-70.68278,952.4,330020.0,"Quinta Normal, Santiago"
1950-01-11 23:00:00,-33.445,-70.68278,952.2,330020.0,"Quinta Normal, Santiago"
1950-01-12 12:00:00,-33.445,-70.68278,953.3,330020.0,"Quinta Normal, Santiago"
1950-01-12 18:00:00,-33.445,-70.68278,952.7,330020.0,"Quinta Normal, Santiago"
1950-01-12 23:00:00,-33.445,-70.68278,952.8,330020.0,"Quinta Normal, Santiago"
1950-01-13 12:00:00,-33.445,-70.68278,954.1,330020.0,"Quinta Normal, Santiago"
1950-01-13 18:00:00,-33.445,-70.68278,953.7,330020.0,"Quinta Normal, Santiago"
1950-01-13 23:00:00,-33.445,-70.68278,953.2,330020.0,"Quinta Normal, Santiago"
1950-01-14 12:00:00,-33.445,-70.68278,954.6,330020.0,"Quinta Normal, Santiago"
1950-01-14 18:00:00,-33.445,-70.68278,954.0,330020.0,"Quinta Normal, Santiago"
1950-01-14 23:00:00,-33.445,-70.68278,953.4,330020.0,"Quinta Normal, Santiago"
1950-01-15 12:00:00,-33.445,-70.68278,955.9,330020.0,"Quinta Normal, Santiago"
1950-01-15 18:00:00,-33.445,-70.68278,955.1,330020.0,"Quinta Normal, Santiago"
1950-01-15 23:00:00,-33.445,-70.68278,955.2,330020.0,"Quinta Normal, Santiago"
1950-01-16 12:00:00,-33.445,-70.68278,953.8,330020.0,"Quinta Normal, Santiago"
1950-01-16 18:00:00,-33.445,-70.68278,952.8,330020.0,"Quinta Normal, Santiago"
1950-01-16 23:00:00,-33.445,-70.68278,952.1,330020.0,"Quinta Normal, Santiago"
1950-01-17 12:00:00,-33.445,-70.68278,953.0,330020.0,"Quinta Normal, Santiago"
1950-01-17 18:00:00,-33.445,-70.68278,951.8,330020.0,"Quinta Normal, Santiago"
1950-01-17 23:00:00,-33.445,-70.68278,950.2,330020.0,"Quinta Normal, Santiago"
1950-01-18 12:00:00,-33.445,-70.68278,951.9,330020.0,"Quinta Normal, Santiago"
1950-01-18 18:00:00,-33.445,-70.68278,949.7,330020.0,"Quinta Normal, Santiago"
1950-01-18 23:00:00,-33.445,-70.68278,949.0,330020.0,"Quinta Normal, Santiago"
1950-01-19 12:00:00,-33.445,-70.68278,951.1,330020.0,"Quinta Normal, Santiago"
1950-01-19 18:00:00,-33.445,-70.68278,950.5,330020.0,"Quinta Normal, Santiago"
1950-01-19 23:00:00,-33.445,-70.68278,950.8,330020.0,"Quinta Normal, Santiago"
1950-01-20 12:00:00,-33.445,-70.68278,954.1,330020.0,"Quinta Normal, Santiago"
1950-01-20 18:00:00,-33.445,-70.68278,953.4,330020.0,"Quinta Normal, Santiago"
1950-01-20 23:00:00,-33.445,-70.68278,953.5,330020.0,"Quinta Normal, Santiago"
1950-01-21 12:00:00,-33.445,-70.68278,955.3,330020.0,"Quinta Normal, Santiago"
1950-01-21 18:00:00,-33.445,-70.68278,953.8,330020.0,"Quinta Normal, Santiago"
1950-01-21 23:00:00,-33.445,-70.68278,952.9,330020.0,"Quinta Normal, Santiago"
1950-01-22 12:00:00,-33.445,-70.68278,953.3,330020.0,"Quinta Normal, Santiago"
1950-01-22 18:00:00,-33.445,-70.68278,952.0,330020.0,"Quinta Normal, Santiago"
1950-01-22 23:00:00,-33.445,-70.68278,951.2,330020.0,"Quinta Normal, Santiago"
1950-01-23 12:00:00,-33.445,-70.68278,953.3,330020.0,"Quinta Normal, Santiago"
1950-01-23 18:00:00,-33.445,-70.68278,952.7,330020.0,"Quinta Normal, Santiago"
1950-01-23 23:00:00,-33.445,-70.68278,952.5,330020.0,"Quinta Normal, Santiago"
1950-01-24 12:00:00,-33.445,-70.68278,955.4,330020.0,"Quinta Normal, Santiago"
1950-01-24 18:00:00,-33.445,-70.68278,954.0,330020.0,"Quinta Normal, Santiago"
1950-01-24 23:00:00,-33.445,-70.68278,952.7,330020.0,"Quinta Normal, Santiago"
1950-01-25 12:00:00,-33.445,-70.68278,954.0,330020.0,"Quinta Normal, Santiago"
1950-01-25 18:00:00,-33.445,-70.68278,952.2,330020.0,"Quinta Normal, Santiago"
1950-01-25 23:00:00,-33.445,-70.68278,951.4,330020.0,"Quinta Normal, Santiago"
1950-01-26 12:00:00,-33.445,-70.68278,954.9,330020.0,"Quinta Normal, Santiago"
1950-01-26 18:00:00,-33.445,-70.68278,956.0,330020.0,"Quinta Normal, Santiago"
1950-01-26 23:00:00,-33.445,-70.68278,955.0,330020.0,"Quinta Normal, Santiago"
1950-01-27 12:00:00,-33.445,-70.68278,955.2,330020.0,"Quinta Normal, Santiago"
1950-01-27 18:00:00,-33.445,-70.68278,953.8,330020.0,"Quinta Normal, Santiago"
1950-01-27 23:00:00,-33.445,-70.68278,954.3,330020.0,"Quinta Normal, Santiago"
1950-01-28 12:00:00,-33.445,-70.68278,956.9,330020.0,"Quinta Normal, Santiago"
1950-01-28 18:00:00,-33.445,-70.68278,955.9,330020.0,"Quinta Normal, Santiago"
1950-01-28 23:00:00,-33.445,-70.68278,955.6,330020.0,"Quinta Normal, Santiago"
1950-01-29 12:00:00,-33.445,-70.68278,955.0,330020.0,"Quinta Normal, Santiago"
