time,latitud,longitud,dd_Valor,ff_Valor,VRB_Valor,CodigoNacional,nombreEstacion
2023-01-08 06:00:00,-18.35555,-70.34028,30.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 07:00:00,-18.35555,-70.34028,90.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 08:00:00,-18.35555,-70.34028,90.0,7.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 09:00:00,-18.35555,-70.34028,110.0,2.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 10:00:00,-18.35555,-70.34028,90.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 11:00:00,-18.35555,-70.34028,110.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 12:00:00,-18.35555,-70.34028,150.0,3.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 13:00:00,-18.35555,-70.34028,200.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 14:00:00,-18.35555,-70.34028,230.0,8.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 15:00:00,-18.35555,-70.34028,200.0,9.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 16:00:00,-18.35555,-70.34028,230.0,12.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 17:00:00,-18.35555,-70.34028,230.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 18:00:00,-18.35555,-70.34028,210.0,13.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 19:00:00,-18.35555,-70.34028,200.0,13.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 20:00:00,-18.35555,-70.34028,210.0,14.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 21:00:00,-18.35555,-70.34028,210.0,10.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 22:00:00,-18.35555,-70.34028,230.0,8.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-08 23:00:00,-18.35555,-70.34028,250.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 00:00:00,-18.35555,-70.34028,270.0,3.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 01:00:00,-18.35555,-70.34028,,2.0,1.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 02:00:00,-18.35555,-70.34028,0.0,0.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 03:00:00,-18.35555,-70.34028,320.0,2.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 04:00:00,-18.35555,-70.34028,360.0,3.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 05:00:00,-18.35555,-70.34028,20.0,7.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 06:00:00,-18.35555,-70.34028,10.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 07:00:00,-18.35555,-70.34028,80.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 08:00:00,-18.35555,-70.34028,70.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 09:00:00,-18.35555,-70.34028,120.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 10:00:00,-18.35555,-70.34028,80.0,3.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 11:00:00,-18.35555,-70.34028,80.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 12:00:00,-18.35555,-70.34028,,2.0,1.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 13:00:00,-18.35555,-70.34028,,2.0,1.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 14:00:00,-18.35555,-70.34028,240.0,7.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 15:00:00,-18.35555,-70.34028,230.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 16:00:00,-18.35555,-70.34028,230.0,16.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 17:00:00,-18.35555,-70.34028,230.0,15.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 18:00:00,-18.35555,-70.34028,220.0,13.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 19:00:00,-18.35555,-70.34028,230.0,12.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 20:00:00,-18.35555,-70.34028,230.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 21:00:00,-18.35555,-70.34028,230.0,9.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 22:00:00,-18.35555,-70.34028,220.0,10.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-09 23:00:00,-18.35555,-70.34028,240.0,9.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 00:00:00,-18.35555,-70.34028,260.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 01:00:00,-18.35555,-70.34028,310.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 02:00:00,-18.35555,-70.34028,360.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 03:00:00,-18.35555,-70.34028,330.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 04:00:00,-18.35555,-70.34028,340.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 05:00:00,-18.35555,-70.34028,0.0,0.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 06:00:00,-18.35555,-70.34028,,2.0,1.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 07:00:00,-18.35555,-70.34028,80.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 08:00:00,-18.35555,-70.34028,60.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 09:00:00,-18.35555,-70.34028,80.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
