time,latitud,longitud,min,prom,max,s_cod,nombre
2012-01-02 00:00:00,-29.754064,-71.257442,4.79,4.79,4.79,5set0,La Serena [El Romeral]
2012-01-03 00:00:00,-29.754064,-71.257442,4.66,4.66,4.66,5set0,La Serena [El Romeral]
2012-01-04 00:00:00,-29.754064,-71.257442,4.78,4.78,4.78,5set0,La Serena [El Romeral]
2012-01-05 00:00:00,-29.754064,-71.257442,3.7,3.7,3.7,5set0,La Serena [El Romeral]
2012-01-06 00:00:00,-29.754064,-71.257442,2.4,2.4,2.4,5set0,La Serena [El Romeral]
2012-01-07 00:00:00,-29.754064,-71.257442,4.83,4.83,4.83,5set0,La Serena [El Romeral]
2012-01-08 00:00:00,-29.754064,-71.257442,4.86,4.86,4.86,5set0,La Serena [El Romeral]
2012-01-09 00:00:00,-29.754064,-71.257442,4.06,4.06,4.06,5set0,La Serena [El Romeral]
2012-01-10 00:00:00,-29.754064,-71.257442,4.97,4.97,4.97,5set0,La Serena [El Romeral]
2012-01-11 00:00:00,-29.754064,-71.257442,4.81,4.81,4.81,5set0,La Serena [El Romeral]
2012-01-12 00:00:00,-29.754064,-71.257442,4.44,4.44,4.44,5set0,La Serena [El Romeral]
2012-01-13 00:00:00,-29.754064,-71.257442,3.73,3.73,3.73,5set0,La Serena [El Romeral]
2012-01-14 00:00:00,-29.754064,-71.257442,3.02,3.02,3.02,5set0,La Serena [El Romeral]
2012-01-15 00:00:00,-29.754064,-71.257442,4.63,4.63,4.63,5set0,La Serena [El Romeral]
2012-01-16 00:00:00,-29.754064,-71.257442,4.68,4.68,4.68,5set0,La Serena [El Romeral]
2012-01-17 00:00:00,-29.754064,-71.257442,4.68,4.68,4.68,5set0,La Serena [El Romeral]
2012-01-18 00:00:00,-29.754064,-71.257442,3.98,3.98,3.98,5set0,La Serena [El Romeral]
2012-01-19 00:00:00,-29.754064,-71.257442,2.01,2.01,2.01,5set0,La Serena [El Romeral]
2012-01-20 00:00:00,-29.754064,-71.257442,1.52,1.52,1.52,5set0,La Serena [El Romeral]
2012-01-21 00:00:00,-29.754064,-71.257442,3.98,3.98,3.98,5set0,La Serena [El Romeral]
2012-01-22 00:00:00,-29.754064,-71.257442,4.7,4.7,4.7,5set0,La Serena [El Romeral]
