time,latitud,longitud,Td_Valor,CodigoNacional,nombreEstacion
1954-06-14 15:00:00,-27.15889,-109.4325,,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-14 16:00:00,-27.15889,-109.4325,12.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-14 17:00:00,-27.15889,-109.4325,12.5,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-14 18:00:00,-27.15889,-109.4325,,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-14 19:00:00,-27.15889,-109.4325,12.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-14 20:00:00,-27.15889,-109.4325,15.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-14 21:00:00,-27.15889,-109.4325,,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-14 22:00:00,-27.15889,-109.4325,12.1,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-14 23:00:00,-27.15889,-109.4325,,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 15:00:00,-27.15889,-109.4325,,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 16:00:00,-27.15889,-109.4325,14.9,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 17:00:00,-27.15889,-109.4325,17.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 18:00:00,-27.15889,-109.4325,,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 19:00:00,-27.15889,-109.4325,16.8,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 20:00:00,-27.15889,-109.4325,16.7,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 21:00:00,-27.15889,-109.4325,,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 22:00:00,-27.15889,-109.4325,17.2,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 23:00:00,-27.15889,-109.4325,17.4,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 15:00:00,-27.15889,-109.4325,17.8,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 16:00:00,-27.15889,-109.4325,18.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 17:00:00,-27.15889,-109.4325,18.2,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 18:00:00,-27.15889,-109.4325,18.2,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 19:00:00,-27.15889,-109.4325,17.3,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 20:00:00,-27.15889,-109.4325,16.6,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 21:00:00,-27.15889,-109.4325,18.4,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 22:00:00,-27.15889,-109.4325,17.5,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 23:00:00,-27.15889,-109.4325,17.1,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-17 15:00:00,-27.15889,-109.4325,12.2,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-17 16:00:00,-27.15889,-109.4325,12.3,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-17 17:00:00,-27.15889,-109.4325,12.5,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-17 18:00:00,-27.15889,-109.4325,11.5,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-17 19:00:00,-27.15889,-109.4325,11.2,270001.0,Mataveri  Isla de Pascua Ap.
