time,latitud,longitud,TnAM,CodigoNacional,nombreEstacion
1951-01-01 12:00:00,-34.96944,-71.21694,11.0,340031.0,"General Freire, Curicó Ad."
1951-01-02 12:00:00,-34.96944,-71.21694,10.0,340031.0,"General Freire, Curicó Ad."
1951-01-03 12:00:00,-34.96944,-71.21694,8.0,340031.0,"General Freire, Curicó Ad."
1951-01-04 12:00:00,-34.96944,-71.21694,12.0,340031.0,"General Freire, Curicó Ad."
1951-01-05 12:00:00,-34.96944,-71.21694,8.0,340031.0,"General Freire, Curicó Ad."
1951-01-06 12:00:00,-34.96944,-71.21694,11.0,340031.0,"General Freire, Curicó Ad."
1951-01-07 12:00:00,-34.96944,-71.21694,12.0,340031.0,"General Freire, Curicó Ad."
1951-01-08 12:00:00,-34.96944,-71.21694,11.0,340031.0,"General Freire, Curicó Ad."
1951-01-09 12:00:00,-34.96944,-71.21694,12.0,340031.0,"General Freire, Curicó Ad."
1951-01-10 12:00:00,-34.96944,-71.21694,10.0,340031.0,"General Freire, Curicó Ad."
1951-01-11 12:00:00,-34.96944,-71.21694,11.0,340031.0,"General Freire, Curicó Ad."
1951-01-12 12:00:00,-34.96944,-71.21694,11.0,340031.0,"General Freire, Curicó Ad."
1951-01-13 12:00:00,-34.96944,-71.21694,11.0,340031.0,"General Freire, Curicó Ad."
1951-01-14 12:00:00,-34.96944,-71.21694,10.0,340031.0,"General Freire, Curicó Ad."
1951-01-15 12:00:00,-34.96944,-71.21694,10.0,340031.0,"General Freire, Curicó Ad."
1951-01-16 12:00:00,-34.96944,-71.21694,9.0,340031.0,"General Freire, Curicó Ad."
1951-01-17 12:00:00,-34.96944,-71.21694,7.0,340031.0,"General Freire, Curicó Ad."
1951-01-18 12:00:00,-34.96944,-71.21694,7.0,340031.0,"General Freire, Curicó Ad."
1951-01-19 12:00:00,-34.96944,-71.21694,9.0,340031.0,"General Freire, Curicó Ad."
1951-01-20 12:00:00,-34.96944,-71.21694,9.0,340031.0,"General Freire, Curicó Ad."
1951-01-21 12:00:00,-34.96944,-71.21694,11.0,340031.0,"General Freire, Curicó Ad."
1951-01-22 12:00:00,-34.96944,-71.21694,6.0,340031.0,"General Freire, Curicó Ad."
1951-01-23 12:00:00,-34.96944,-71.21694,4.0,340031.0,"General Freire, Curicó Ad."
