time,latitud,longitud,HR_Valor,CodigoNacional,nombreEstacion
2023-01-10 14:00:00,-18.35555,-70.34028,64.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 15:00:00,-18.35555,-70.34028,62.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 16:00:00,-18.35555,-70.34028,56.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 17:00:00,-18.35555,-70.34028,54.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 18:00:00,-18.35555,-70.34028,54.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 19:00:00,-18.35555,-70.34028,58.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 20:00:00,-18.35555,-70.34028,57.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 21:00:00,-18.35555,-70.34028,58.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 22:00:00,-18.35555,-70.34028,62.0,180005.0,"Chacalluta, Arica Ap."
2023-01-10 23:00:00,-18.35555,-70.34028,64.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 00:00:00,-18.35555,-70.34028,68.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 01:00:00,-18.35555,-70.34028,67.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 02:00:00,-18.35555,-70.34028,66.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 03:00:00,-18.35555,-70.34028,67.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 04:00:00,-18.35555,-70.34028,67.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 05:00:00,-18.35555,-70.34028,66.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 06:00:00,-18.35555,-70.34028,67.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 07:00:00,-18.35555,-70.34028,69.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 08:00:00,-18.35555,-70.34028,70.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 09:00:00,-18.35555,-70.34028,70.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 10:00:00,-18.35555,-70.34028,70.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 11:00:00,-18.35555,-70.34028,67.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 12:00:00,-18.35555,-70.34028,61.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 13:00:00,-18.35555,-70.34028,61.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 14:00:00,-18.35555,-70.34028,59.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 15:00:00,-18.35555,-70.34028,57.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 16:00:00,-18.35555,-70.34028,60.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 17:00:00,-18.35555,-70.34028,56.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 18:00:00,-18.35555,-70.34028,55.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 19:00:00,-18.35555,-70.34028,55.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 20:00:00,-18.35555,-70.34028,57.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 21:00:00,-18.35555,-70.34028,61.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 22:00:00,-18.35555,-70.34028,62.0,180005.0,"Chacalluta, Arica Ap."
2023-01-11 23:00:00,-18.35555,-70.34028,66.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 00:00:00,-18.35555,-70.34028,70.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 01:00:00,-18.35555,-70.34028,71.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 02:00:00,-18.35555,-70.34028,71.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 03:00:00,-18.35555,-70.34028,72.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 04:00:00,-18.35555,-70.34028,71.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 05:00:00,-18.35555,-70.34028,70.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 06:00:00,-18.35555,-70.34028,68.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 07:00:00,-18.35555,-70.34028,69.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 08:00:00,-18.35555,-70.34028,71.0,180005.0,"Chacalluta, Arica Ap."
2023-01-12 09:00:00,-18.35555,-70.34028,71.0,180005.0,"Chacalluta, Arica Ap."
