time,latitud,longitud,QFE_Valor,CodigoNacional,nombreEstacion
2022-01-01 01:00:00,-18.35555,-70.34028,1008.3,180005.0,"Chacalluta, Arica Ap."
2022-01-01 02:00:00,-18.35555,-70.34028,1008.6,180005.0,"Chacalluta, Arica Ap."
2022-01-01 03:00:00,-18.35555,-70.34028,1009.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 04:00:00,-18.35555,-70.34028,1008.7,180005.0,"Chacalluta, Arica Ap."
2022-01-01 05:00:00,-18.35555,-70.34028,1008.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 06:00:00,-18.35555,-70.34028,1005.9,180005.0,"Chacalluta, Arica Ap."
2022-01-01 07:00:00,-18.35555,-70.34028,1006.9,180005.0,"Chacalluta, Arica Ap."
2022-01-01 08:00:00,-18.35555,-70.34028,1006.6,180005.0,"Chacalluta, Arica Ap."
2022-01-01 09:00:00,-18.35555,-70.34028,1006.8,180005.0,"Chacalluta, Arica Ap."
2022-01-01 10:00:00,-18.35555,-70.34028,1007.4,180005.0,"Chacalluta, Arica Ap."
2022-01-01 11:00:00,-18.35555,-70.34028,1008.2,180005.0,"Chacalluta, Arica Ap."
2022-01-01 12:00:00,-18.35555,-70.34028,1008.6,180005.0,"Chacalluta, Arica Ap."
2022-01-01 13:00:00,-18.35555,-70.34028,1008.8,180005.0,"Chacalluta, Arica Ap."
2022-01-01 14:00:00,-18.35555,-70.34028,1008.6,180005.0,"Chacalluta, Arica Ap."
2022-01-01 15:00:00,-18.35555,-70.34028,1008.4,180005.0,"Chacalluta, Arica Ap."
2022-01-01 16:00:00,-18.35555,-70.34028,1007.7,180005.0,"Chacalluta, Arica Ap."
2022-01-01 17:00:00,-18.35555,-70.34028,1007.1,180005.0,"Chacalluta, Arica Ap."
2022-01-01 18:00:00,-18.35555,-70.34028,1006.7,180005.0,"Chacalluta, Arica Ap."
2022-01-01 19:00:00,-18.35555,-70.34028,1006.7,180005.0,"Chacalluta, Arica Ap."
2022-01-01 20:00:00,-18.35555,-70.34028,1006.5,180005.0,"Chacalluta, Arica Ap."
2022-01-01 21:00:00,-18.35555,-70.34028,1006.7,180005.0,"Chacalluta, Arica Ap."
2022-01-01 22:00:00,-18.35555,-70.34028,1007.3,180005.0,"Chacalluta, Arica Ap."
2022-01-01 23:00:00,-18.35555,-70.34028,1008.1,180005.0,"Chacalluta, Arica Ap."
2022-01-02 00:00:00,-18.35555,-70.34028,1009.1,180005.0,"Chacalluta, Arica Ap."
2022-01-02 01:00:00,-18.35555,-70.34028,1009.8,180005.0,"Chacalluta, Arica Ap."
2022-01-02 02:00:00,-18.35555,-70.34028,1010.5,180005.0,"Chacalluta, Arica Ap."
