time,latitud,longitud,TnAM,CodigoNacional,nombreEstacion
2018-01-01 12:00:00,-18.35555,-70.34028,20.7,180005.0,"Chacalluta, Arica Ap."
2018-01-02 12:00:00,-18.35555,-70.34028,19.9,180005.0,"Chacalluta, Arica Ap."
2018-01-03 12:00:00,-18.35555,-70.34028,18.5,180005.0,"Chacalluta, Arica Ap."
2018-01-04 12:00:00,-18.35555,-70.34028,17.4,180005.0,"Chacalluta, Arica Ap."
2018-01-05 12:00:00,-18.35555,-70.34028,17.6,180005.0,"Chacalluta, Arica Ap."
2018-01-06 12:00:00,-18.35555,-70.34028,18.3,180005.0,"Chacalluta, Arica Ap."
2018-01-07 12:00:00,-18.35555,-70.34028,18.9,180005.0,"Chacalluta, Arica Ap."
2018-01-08 12:00:00,-18.35555,-70.34028,18.6,180005.0,"Chacalluta, Arica Ap."
2018-01-09 12:00:00,-18.35555,-70.34028,17.2,180005.0,"Chacalluta, Arica Ap."
2018-01-10 12:00:00,-18.35555,-70.34028,19.0,180005.0,"Chacalluta, Arica Ap."
2018-01-11 12:00:00,-18.35555,-70.34028,19.2,180005.0,"Chacalluta, Arica Ap."
2018-01-12 12:00:00,-18.35555,-70.34028,20.7,180005.0,"Chacalluta, Arica Ap."
2018-01-13 12:00:00,-18.35555,-70.34028,20.0,180005.0,"Chacalluta, Arica Ap."
2018-01-14 12:00:00,-18.35555,-70.34028,17.9,180005.0,"Chacalluta, Arica Ap."
2018-01-15 12:00:00,-18.35555,-70.34028,20.5,180005.0,"Chacalluta, Arica Ap."
2018-01-16 12:00:00,-18.35555,-70.34028,19.0,180005.0,"Chacalluta, Arica Ap."
2018-01-17 12:00:00,-18.35555,-70.34028,18.5,180005.0,"Chacalluta, Arica Ap."
2018-01-18 12:00:00,-18.35555,-70.34028,19.6,180005.0,"Chacalluta, Arica Ap."
2018-01-19 12:00:00,-18.35555,-70.34028,18.3,180005.0,"Chacalluta, Arica Ap."
2018-01-20 12:00:00,-18.35555,-70.34028,18.7,180005.0,"Chacalluta, Arica Ap."
2018-01-21 12:00:00,-18.35555,-70.34028,18.4,180005.0,"Chacalluta, Arica Ap."
2018-01-22 12:00:00,-18.35555,-70.34028,18.3,180005.0,"Chacalluta, Arica Ap."
2018-01-23 12:00:00,-18.35555,-70.34028,19.1,180005.0,"Chacalluta, Arica Ap."
2018-01-24 12:00:00,-18.35555,-70.34028,19.7,180005.0,"Chacalluta, Arica Ap."
2018-01-25 12:00:00,-18.35555,-70.34028,20.3,180005.0,"Chacalluta, Arica Ap."
2018-01-26 12:00:00,-18.35555,-70.34028,18.8,180005.0,"Chacalluta, Arica Ap."
2018-01-27 12:00:00,-18.35555,-70.34028,19.4,180005.0,"Chacalluta, Arica Ap."
2018-01-28 12:00:00,-18.35555,-70.34028,20.4,180005.0,"Chacalluta, Arica Ap."
2018-01-29 12:00:00,-18.35555,-70.34028,19.3,180005.0,"Chacalluta, Arica Ap."
2018-01-30 12:00:00,-18.35555,-70.34028,19.5,180005.0,"Chacalluta, Arica Ap."
2018-01-31 12:00:00,-18.35555,-70.34028,18.5,180005.0,"Chacalluta, Arica Ap."
2018-02-01 12:00:00,-18.35555,-70.34028,18.9,180005.0,"Chacalluta, Arica Ap."
2018-02-02 12:00:00,-18.35555,-70.34028,19.0,180005.0,"Chacalluta, Arica Ap."
2018-02-03 12:00:00,-18.35555,-70.34028,20.1,180005.0,"Chacalluta, Arica Ap."
2018-02-04 12:00:00,-18.35555,-70.34028,20.4,180005.0,"Chacalluta, Arica Ap."
2018-02-05 12:00:00,-18.35555,-70.34028,20.0,180005.0,"Chacalluta, Arica Ap."
2018-02-06 12:00:00,-18.35555,-70.34028,20.9,180005.0,"Chacalluta, Arica Ap."
2018-02-07 12:00:00,-18.35555,-70.34028,20.9,180005.0,"Chacalluta, Arica Ap."
2018-02-08 12:00:00,-18.35555,-70.34028,19.8,180005.0,"Chacalluta, Arica Ap."
2018-02-09 12:00:00,-18.35555,-70.34028,19.8,180005.0,"Chacalluta, Arica Ap."
2018-02-10 12:00:00,-18.35555,-70.34028,20.7,180005.0,"Chacalluta, Arica Ap."
2018-02-11 12:00:00,-18.35555,-70.34028,20.2,180005.0,"Chacalluta, Arica Ap."
2018-02-12 12:00:00,-18.35555,-70.34028,19.6,180005.0,"Chacalluta, Arica Ap."
2018-02-13 12:00:00,-18.35555,-70.34028,22.1,180005.0,"Chacalluta, Arica Ap."
2018-02-14 12:00:00,-18.35555,-70.34028,21.9,180005.0,"Chacalluta, Arica Ap."
2018-02-15 12:00:00,-18.35555,-70.34028,22.5,180005.0,"Chacalluta, Arica Ap."
2018-02-16 12:00:00,-18.35555,-70.34028,21.8,180005.0,"Chacalluta, Arica Ap."
2018-02-17 12:00:00,-18.35555,-70.34028,21.0,180005.0,"Chacalluta, Arica Ap."
2018-02-18 12:00:00,-18.35555,-70.34028,21.5,180005.0,"Chacalluta, Arica Ap."
2018-02-19 12:00:00,-18.35555,-70.34028,21.7,180005.0,"Chacalluta, Arica Ap."
2018-02-20 12:00:00,-18.35555,-70.34028,21.1,180005.0,"Chacalluta, Arica Ap."
2018-02-21 12:00:00,-18.35555,-70.34028,19.0,180005.0,"Chacalluta, Arica Ap."
2018-02-22 12:00:00,-18.35555,-70.34028,19.1,180005.0,"Chacalluta, Arica Ap."
2018-02-23 12:00:00,-18.35555,-70.34028,20.1,180005.0,"Chacalluta, Arica Ap."
2018-02-24 12:00:00,-18.35555,-70.34028,19.9,180005.0,"Chacalluta, Arica Ap."
2018-02-25 12:00:00,-18.35555,-70.34028,19.2,180005.0,"Chacalluta, Arica Ap."
2018-02-26 12:00:00,-18.35555,-70.34028,20.0,180005.0,"Chacalluta, Arica Ap."
2018-02-27 12:00:00,-18.35555,-70.34028,20.1,180005.0,"Chacalluta, Arica Ap."
2018-02-28 12:00:00,-18.35555,-70.34028,20.3,180005.0,"Chacalluta, Arica Ap."
2018-03-01 12:00:00,-18.35555,-70.34028,19.4,180005.0,"Chacalluta, Arica Ap."
2018-03-02 12:00:00,-18.35555,-70.34028,19.8,180005.0,"Chacalluta, Arica Ap."
2018-03-03 12:00:00,-18.35555,-70.34028,19.8,180005.0,"Chacalluta, Arica Ap."
2018-03-04 12:00:00,-18.35555,-70.34028,20.0,180005.0,"Chacalluta, Arica Ap."
2018-03-05 12:00:00,-18.35555,-70.34028,19.1,180005.0,"Chacalluta, Arica Ap."
2018-03-06 12:00:00,-18.35555,-70.34028,18.3,180005.0,"Chacalluta, Arica Ap."
2018-03-07 12:00:00,-18.35555,-70.34028,18.7,180005.0,"Chacalluta, Arica Ap."
2018-03-08 12:00:00,-18.35555,-70.34028,18.8,180005.0,"Chacalluta, Arica Ap."
2018-03-09 12:00:00,-18.35555,-70.34028,19.1,180005.0,"Chacalluta, Arica Ap."
2018-03-10 12:00:00,-18.35555,-70.34028,18.4,180005.0,"Chacalluta, Arica Ap."
2018-03-11 12:00:00,-18.35555,-70.34028,19.4,180005.0,"Chacalluta, Arica Ap."
2018-03-12 12:00:00,-18.35555,-70.34028,20.0,180005.0,"Chacalluta, Arica Ap."
2018-03-13 12:00:00,-18.35555,-70.34028,18.6,180005.0,"Chacalluta, Arica Ap."
