time,latitud,longitud,TxPM,CodigoNacional,nombreEstacion
1967-01-02,-18.35555,-70.34028,24.6,180005.0,"Chacalluta, Arica Ap."
1967-01-03,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-01-04,-18.35555,-70.34028,25.0,180005.0,"Chacalluta, Arica Ap."
1967-01-05,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-01-06,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-01-07,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
1967-01-08,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
1967-01-09,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
1967-01-10,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
1967-01-11,-18.35555,-70.34028,24.8,180005.0,"Chacalluta, Arica Ap."
1967-01-12,-18.35555,-70.34028,25.0,180005.0,"Chacalluta, Arica Ap."
1967-01-13,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
1967-01-14,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
1967-01-15,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-01-16,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
1967-01-17,-18.35555,-70.34028,25.7,180005.0,"Chacalluta, Arica Ap."
1967-01-18,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-01-19,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
1967-01-20,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-01-21,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-01-22,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
1967-01-23,-18.35555,-70.34028,25.9,180005.0,"Chacalluta, Arica Ap."
1967-01-24,-18.35555,-70.34028,26.7,180005.0,"Chacalluta, Arica Ap."
1967-01-25,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
1967-01-26,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
1967-01-27,-18.35555,-70.34028,25.3,180005.0,"Chacalluta, Arica Ap."
1967-01-28,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
1967-01-29,-18.35555,-70.34028,24.7,180005.0,"Chacalluta, Arica Ap."
1967-01-30,-18.35555,-70.34028,25.0,180005.0,"Chacalluta, Arica Ap."
1967-01-31,-18.35555,-70.34028,26.6,180005.0,"Chacalluta, Arica Ap."
1967-02-01,-18.35555,-70.34028,26.8,180005.0,"Chacalluta, Arica Ap."
1967-02-02,-18.35555,-70.34028,27.8,180005.0,"Chacalluta, Arica Ap."
1967-02-03,-18.35555,-70.34028,26.7,180005.0,"Chacalluta, Arica Ap."
1967-02-04,-18.35555,-70.34028,26.6,180005.0,"Chacalluta, Arica Ap."
1967-02-05,-18.35555,-70.34028,26.8,180005.0,"Chacalluta, Arica Ap."
1967-02-06,-18.35555,-70.34028,26.4,180005.0,"Chacalluta, Arica Ap."
1967-02-07,-18.35555,-70.34028,27.2,180005.0,"Chacalluta, Arica Ap."
1967-02-08,-18.35555,-70.34028,27.0,180005.0,"Chacalluta, Arica Ap."
1967-02-09,-18.35555,-70.34028,28.2,180005.0,"Chacalluta, Arica Ap."
1967-02-10,-18.35555,-70.34028,28.2,180005.0,"Chacalluta, Arica Ap."
1967-02-11,-18.35555,-70.34028,28.0,180005.0,"Chacalluta, Arica Ap."
1967-02-12,-18.35555,-70.34028,28.4,180005.0,"Chacalluta, Arica Ap."
1967-02-13,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-02-14,-18.35555,-70.34028,26.8,180005.0,"Chacalluta, Arica Ap."
1967-02-15,-18.35555,-70.34028,26.2,180005.0,"Chacalluta, Arica Ap."
1967-02-16,-18.35555,-70.34028,26.4,180005.0,"Chacalluta, Arica Ap."
1967-02-17,-18.35555,-70.34028,26.8,180005.0,"Chacalluta, Arica Ap."
1967-02-18,-18.35555,-70.34028,26.8,180005.0,"Chacalluta, Arica Ap."
1967-02-19,-18.35555,-70.34028,26.8,180005.0,"Chacalluta, Arica Ap."
1967-02-20,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-02-21,-18.35555,-70.34028,26.4,180005.0,"Chacalluta, Arica Ap."
1967-02-22,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
1967-02-23,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
1967-02-24,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
1967-02-25,-18.35555,-70.34028,26.4,180005.0,"Chacalluta, Arica Ap."
1967-02-26,-18.35555,-70.34028,27.2,180005.0,"Chacalluta, Arica Ap."
1967-02-27,-18.35555,-70.34028,27.6,180005.0,"Chacalluta, Arica Ap."
1967-02-28,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
1967-03-01,-18.35555,-70.34028,26.4,180005.0,"Chacalluta, Arica Ap."
1967-03-02,-18.35555,-70.34028,27.8,180005.0,"Chacalluta, Arica Ap."
1967-03-03,-18.35555,-70.34028,28.0,180005.0,"Chacalluta, Arica Ap."
1967-03-04,-18.35555,-70.34028,26.9,180005.0,"Chacalluta, Arica Ap."
1967-03-05,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-03-06,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
1967-03-07,-18.35555,-70.34028,27.0,180005.0,"Chacalluta, Arica Ap."
1967-03-08,-18.35555,-70.34028,27.0,180005.0,"Chacalluta, Arica Ap."
1967-03-09,-18.35555,-70.34028,26.2,180005.0,"Chacalluta, Arica Ap."
1967-03-10,-18.35555,-70.34028,24.8,180005.0,"Chacalluta, Arica Ap."
1967-03-11,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-03-12,-18.35555,-70.34028,25.0,180005.0,"Chacalluta, Arica Ap."
1967-03-13,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
1967-03-14,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
1967-03-15,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-03-16,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
1967-03-17,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-03-18,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-03-19,-18.35555,-70.34028,26.2,180005.0,"Chacalluta, Arica Ap."
1967-03-20,-18.35555,-70.34028,24.9,180005.0,"Chacalluta, Arica Ap."
1967-03-21,-18.35555,-70.34028,26.4,180005.0,"Chacalluta, Arica Ap."
1967-03-22,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-03-23,-18.35555,-70.34028,25.7,180005.0,"Chacalluta, Arica Ap."
1967-03-24,-18.35555,-70.34028,24.6,180005.0,"Chacalluta, Arica Ap."
1967-03-25,-18.35555,-70.34028,26.2,180005.0,"Chacalluta, Arica Ap."
1967-03-26,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-03-27,-18.35555,-70.34028,25.8,180005.0,"Chacalluta, Arica Ap."
1967-03-28,-18.35555,-70.34028,25.6,180005.0,"Chacalluta, Arica Ap."
1967-03-29,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
1967-03-30,-18.35555,-70.34028,24.8,180005.0,"Chacalluta, Arica Ap."
1967-03-31,-18.35555,-70.34028,24.8,180005.0,"Chacalluta, Arica Ap."
1967-04-01,-18.35555,-70.34028,24.2,180005.0,"Chacalluta, Arica Ap."
1967-04-02,-18.35555,-70.34028,24.8,180005.0,"Chacalluta, Arica Ap."
1967-04-03,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-04-04,-18.35555,-70.34028,25.2,180005.0,"Chacalluta, Arica Ap."
1967-04-05,-18.35555,-70.34028,25.4,180005.0,"Chacalluta, Arica Ap."
1967-04-06,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
1967-04-07,-18.35555,-70.34028,24.8,180005.0,"Chacalluta, Arica Ap."
1967-04-08,-18.35555,-70.34028,26.0,180005.0,"Chacalluta, Arica Ap."
