time,latitud,longitud,TnAM,CodigoNacional,nombreEstacion
1954-06-14 15:00:00,-27.15889,-109.4325,15.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-15 15:00:00,-27.15889,-109.4325,14.8,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-16 15:00:00,-27.15889,-109.4325,17.5,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-17 15:00:00,-27.15889,-109.4325,16.3,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-18 15:00:00,-27.15889,-109.4325,14.4,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-19 15:00:00,-27.15889,-109.4325,15.2,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-20 15:00:00,-27.15889,-109.4325,13.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-21 15:00:00,-27.15889,-109.4325,18.6,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-22 15:00:00,-27.15889,-109.4325,16.7,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-23 15:00:00,-27.15889,-109.4325,15.3,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-24 15:00:00,-27.15889,-109.4325,6.1,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-25 15:00:00,-27.15889,-109.4325,13.6,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-26 15:00:00,-27.15889,-109.4325,19.8,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-27 15:00:00,-27.15889,-109.4325,16.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-28 15:00:00,-27.15889,-109.4325,11.1,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-29 15:00:00,-27.15889,-109.4325,11.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-06-30 15:00:00,-27.15889,-109.4325,10.5,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-01 15:00:00,-27.15889,-109.4325,17.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-02 15:00:00,-27.15889,-109.4325,19.1,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-03 15:00:00,-27.15889,-109.4325,17.9,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-04 15:00:00,-27.15889,-109.4325,16.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-05 15:00:00,-27.15889,-109.4325,11.1,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-06 15:00:00,-27.15889,-109.4325,8.1,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-07 15:00:00,-27.15889,-109.4325,15.8,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-08 15:00:00,-27.15889,-109.4325,17.5,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-09 15:00:00,-27.15889,-109.4325,18.1,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-10 15:00:00,-27.15889,-109.4325,17.5,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-11 15:00:00,-27.15889,-109.4325,17.7,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-12 15:00:00,-27.15889,-109.4325,16.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-13 15:00:00,-27.15889,-109.4325,14.4,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-14 15:00:00,-27.15889,-109.4325,16.9,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-15 15:00:00,-27.15889,-109.4325,15.0,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-16 15:00:00,-27.15889,-109.4325,12.8,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-17 15:00:00,-27.15889,-109.4325,14.9,270001.0,Mataveri  Isla de Pascua Ap.
1954-07-18 15:00:00,-27.15889,-109.4325,13.7,270001.0,Mataveri  Isla de Pascua Ap.
