time,latitud,longitud,TnAM,CodigoNacional,nombreEstacion
1964-01-01 12:00:00,-18.35555,-70.34028,16.0,180005.0,"Chacalluta, Arica Ap."
1964-01-02 12:00:00,-18.35555,-70.34028,19.0,180005.0,"Chacalluta, Arica Ap."
1964-01-03 12:00:00,-18.35555,-70.34028,18.2,180005.0,"Chacalluta, Arica Ap."
1964-01-04 12:00:00,-18.35555,-70.34028,17.0,180005.0,"Chacalluta, Arica Ap."
1964-01-05 12:00:00,-18.35555,-70.34028,17.0,180005.0,"Chacalluta, Arica Ap."
1964-01-06 12:00:00,-18.35555,-70.34028,19.0,180005.0,"Chacalluta, Arica Ap."
1964-01-07 12:00:00,-18.35555,-70.34028,18.6,180005.0,"Chacalluta, Arica Ap."
1964-01-08 12:00:00,-18.35555,-70.34028,17.2,180005.0,"Chacalluta, Arica Ap."
1964-01-09 12:00:00,-18.35555,-70.34028,18.0,180005.0,"Chacalluta, Arica Ap."
1964-01-10 12:00:00,-18.35555,-70.34028,19.0,180005.0,"Chacalluta, Arica Ap."
1964-01-11 12:00:00,-18.35555,-70.34028,17.8,180005.0,"Chacalluta, Arica Ap."
1964-01-12 12:00:00,-18.35555,-70.34028,15.6,180005.0,"Chacalluta, Arica Ap."
1964-01-13 12:00:00,-18.35555,-70.34028,16.2,180005.0,"Chacalluta, Arica Ap."
1964-01-14 12:00:00,-18.35555,-70.34028,16.1,180005.0,"Chacalluta, Arica Ap."
1964-01-15 12:00:00,-18.35555,-70.34028,18.0,180005.0,"Chacalluta, Arica Ap."
1964-01-16 12:00:00,-18.35555,-70.34028,20.7,180005.0,"Chacalluta, Arica Ap."
1964-01-17 12:00:00,-18.35555,-70.34028,18.4,180005.0,"Chacalluta, Arica Ap."
1964-01-18 12:00:00,-18.35555,-70.34028,20.0,180005.0,"Chacalluta, Arica Ap."
1964-01-19 12:00:00,-18.35555,-70.34028,16.0,180005.0,"Chacalluta, Arica Ap."
1964-01-20 12:00:00,-18.35555,-70.34028,18.0,180005.0,"Chacalluta, Arica Ap."
1964-01-21 12:00:00,-18.35555,-70.34028,15.0,180005.0,"Chacalluta, Arica Ap."
