time,latitud,longitud,TxPM,CodigoNacional,nombreEstacion
1953-01-02,-34.96944,-71.21694,33.2,340031.0,"General Freire, Curicó Ad."
1953-01-03,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-04,-34.96944,-71.21694,30.7,340031.0,"General Freire, Curicó Ad."
1953-01-05,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-06,-34.96944,-71.21694,27.9,340031.0,"General Freire, Curicó Ad."
1953-01-07,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-08,-34.96944,-71.21694,28.0,340031.0,"General Freire, Curicó Ad."
1953-01-09,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-10,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-11,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-12,-34.96944,-71.21694,29.1,340031.0,"General Freire, Curicó Ad."
1953-01-13,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-14,-34.96944,-71.21694,35.8,340031.0,"General Freire, Curicó Ad."
1953-01-15,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-16,-34.96944,-71.21694,24.4,340031.0,"General Freire, Curicó Ad."
1953-01-17,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-18,-34.96944,-71.21694,27.2,340031.0,"General Freire, Curicó Ad."
1953-01-19,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-20,-34.96944,-71.21694,29.1,340031.0,"General Freire, Curicó Ad."
1953-01-21,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-22,-34.96944,-71.21694,28.3,340031.0,"General Freire, Curicó Ad."
1953-01-23,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-24,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-25,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-26,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-27,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-28,-34.96944,-71.21694,26.4,340031.0,"General Freire, Curicó Ad."
1953-01-29,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-01-30,-34.96944,-71.21694,29.2,340031.0,"General Freire, Curicó Ad."
1953-01-31,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-01,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-02,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-03,-34.96944,-71.21694,34.0,340031.0,"General Freire, Curicó Ad."
1953-02-04,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-05,-34.96944,-71.21694,29.8,340031.0,"General Freire, Curicó Ad."
1953-02-06,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-07,-34.96944,-71.21694,30.9,340031.0,"General Freire, Curicó Ad."
1953-02-08,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-09,-34.96944,-71.21694,28.8,340031.0,"General Freire, Curicó Ad."
1953-02-10,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-11,-34.96944,-71.21694,37.4,340031.0,"General Freire, Curicó Ad."
1953-02-12,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-13,-34.96944,-71.21694,27.1,340031.0,"General Freire, Curicó Ad."
1953-02-14,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-15,-34.96944,-71.21694,30.5,340031.0,"General Freire, Curicó Ad."
1953-02-16,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-17,-34.96944,-71.21694,29.1,340031.0,"General Freire, Curicó Ad."
1953-02-18,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-19,-34.96944,-71.21694,28.3,340031.0,"General Freire, Curicó Ad."
1953-02-20,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-21,-34.96944,-71.21694,31.8,340031.0,"General Freire, Curicó Ad."
1953-02-22,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-23,-34.96944,-71.21694,30.8,340031.0,"General Freire, Curicó Ad."
1953-02-24,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-25,-34.96944,-71.21694,33.5,340031.0,"General Freire, Curicó Ad."
1953-02-26,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-02-27,-34.96944,-71.21694,31.8,340031.0,"General Freire, Curicó Ad."
1953-02-28,-34.96944,-71.21694,,340031.0,"General Freire, Curicó Ad."
1953-03-01,-34.96944,-71.21694,28.5,340031.0,"General Freire, Curicó Ad."
1953-03-02,-34.96944,-71.21694,27.6,340031.0,"General Freire, Curicó Ad."
1953-03-03,-34.96944,-71.21694,28.8,340031.0,"General Freire, Curicó Ad."
1953-03-04,-34.96944,-71.21694,28.6,340031.0,"General Freire, Curicó Ad."
1953-03-05,-34.96944,-71.21694,28.0,340031.0,"General Freire, Curicó Ad."
1953-03-06,-34.96944,-71.21694,31.6,340031.0,"General Freire, Curicó Ad."
1953-03-07,-34.96944,-71.21694,27.9,340031.0,"General Freire, Curicó Ad."
1953-03-08,-34.96944,-71.21694,28.7,340031.0,"General Freire, Curicó Ad."
1953-03-09,-34.96944,-71.21694,32.4,340031.0,"General Freire, Curicó Ad."
1953-03-10,-34.96944,-71.21694,27.7,340031.0,"General Freire, Curicó Ad."
1953-03-11,-34.96944,-71.21694,28.8,340031.0,"General Freire, Curicó Ad."
1953-03-12,-34.96944,-71.21694,25.8,340031.0,"General Freire, Curicó Ad."
1953-03-13,-34.96944,-71.21694,30.9,340031.0,"General Freire, Curicó Ad."
1953-03-14,-34.96944,-71.21694,26.6,340031.0,"General Freire, Curicó Ad."
1953-03-15,-34.96944,-71.21694,22.0,340031.0,"General Freire, Curicó Ad."
1953-03-16,-34.96944,-71.21694,31.0,340031.0,"General Freire, Curicó Ad."
1953-03-17,-34.96944,-71.21694,30.0,340031.0,"General Freire, Curicó Ad."
1953-03-18,-34.96944,-71.21694,27.5,340031.0,"General Freire, Curicó Ad."
1953-03-19,-34.96944,-71.21694,26.1,340031.0,"General Freire, Curicó Ad."
1953-03-20,-34.96944,-71.21694,27.7,340031.0,"General Freire, Curicó Ad."
1953-03-21,-34.96944,-71.21694,27.3,340031.0,"General Freire, Curicó Ad."
1953-03-22,-34.96944,-71.21694,22.6,340031.0,"General Freire, Curicó Ad."
1953-03-23,-34.96944,-71.21694,24.6,340031.0,"General Freire, Curicó Ad."
1953-03-24,-34.96944,-71.21694,26.2,340031.0,"General Freire, Curicó Ad."
1953-03-25,-34.96944,-71.21694,31.0,340031.0,"General Freire, Curicó Ad."
1953-03-26,-34.96944,-71.21694,16.8,340031.0,"General Freire, Curicó Ad."
1953-03-27,-34.96944,-71.21694,25.2,340031.0,"General Freire, Curicó Ad."
1953-03-28,-34.96944,-71.21694,28.7,340031.0,"General Freire, Curicó Ad."
1953-03-29,-34.96944,-71.21694,28.1,340031.0,"General Freire, Curicó Ad."
1953-03-30,-34.96944,-71.21694,25.0,340031.0,"General Freire, Curicó Ad."
1953-03-31,-34.96944,-71.21694,27.4,340031.0,"General Freire, Curicó Ad."
1953-04-01,-34.96944,-71.21694,27.6,340031.0,"General Freire, Curicó Ad."
1953-04-02,-34.96944,-71.21694,27.5,340031.0,"General Freire, Curicó Ad."
1953-04-03,-34.96944,-71.21694,26.6,340031.0,"General Freire, Curicó Ad."
1953-04-04,-34.96944,-71.21694,25.4,340031.0,"General Freire, Curicó Ad."
1953-04-05,-34.96944,-71.21694,16.9,340031.0,"General Freire, Curicó Ad."
1953-04-06,-34.96944,-71.21694,22.0,340031.0,"General Freire, Curicó Ad."
1953-04-07,-34.96944,-71.21694,22.4,340031.0,"General Freire, Curicó Ad."
1953-04-08,-34.96944,-71.21694,24.8,340031.0,"General Freire, Curicó Ad."
1953-04-09,-34.96944,-71.21694,25.8,340031.0,"General Freire, Curicó Ad."
1953-04-10,-34.96944,-71.21694,25.7,340031.0,"General Freire, Curicó Ad."
1953-04-11,-34.96944,-71.21694,26.0,340031.0,"General Freire, Curicó Ad."
1953-04-12,-34.96944,-71.21694,24.2,340031.0,"General Freire, Curicó Ad."
1953-04-13,-34.96944,-71.21694,25.0,340031.0,"General Freire, Curicó Ad."
1953-04-14,-34.96944,-71.21694,13.8,340031.0,"General Freire, Curicó Ad."
1953-04-15,-34.96944,-71.21694,19.4,340031.0,"General Freire, Curicó Ad."
1953-04-16,-34.96944,-71.21694,21.5,340031.0,"General Freire, Curicó Ad."
1953-04-17,-34.96944,-71.21694,24.1,340031.0,"General Freire, Curicó Ad."
1953-04-18,-34.96944,-71.21694,26.8,340031.0,"General Freire, Curicó Ad."
1953-04-19,-34.96944,-71.21694,20.8,340031.0,"General Freire, Curicó Ad."
1953-04-20,-34.96944,-71.21694,13.0,340031.0,"General Freire, Curicó Ad."
1953-04-21,-34.96944,-71.21694,20.6,340031.0,"General Freire, Curicó Ad."
1953-04-22,-34.96944,-71.21694,23.2,340031.0,"General Freire, Curicó Ad."
1953-04-23,-34.96944,-71.21694,23.2,340031.0,"General Freire, Curicó Ad."
1953-04-24,-34.96944,-71.21694,24.2,340031.0,"General Freire, Curicó Ad."
1953-04-25,-34.96944,-71.21694,25.9,340031.0,"General Freire, Curicó Ad."
1953-04-26,-34.96944,-71.21694,16.4,340031.0,"General Freire, Curicó Ad."
1953-04-27,-34.96944,-71.21694,22.5,340031.0,"General Freire, Curicó Ad."
1953-04-28,-34.96944,-71.21694,24.8,340031.0,"General Freire, Curicó Ad."
1953-04-29,-34.96944,-71.21694,15.1,340031.0,"General Freire, Curicó Ad."
1953-04-30,-34.96944,-71.21694,21.8,340031.0,"General Freire, Curicó Ad."
1953-05-01,-34.96944,-71.21694,14.2,340031.0,"General Freire, Curicó Ad."
1953-05-02,-34.96944,-71.21694,15.8,340031.0,"General Freire, Curicó Ad."
1953-05-03,-34.96944,-71.21694,21.1,340031.0,"General Freire, Curicó Ad."
1953-05-04,-34.96944,-71.21694,24.6,340031.0,"General Freire, Curicó Ad."
1953-05-05,-34.96944,-71.21694,24.7,340031.0,"General Freire, Curicó Ad."
1953-05-06,-34.96944,-71.21694,15.9,340031.0,"General Freire, Curicó Ad."
1953-05-07,-34.96944,-71.21694,14.7,340031.0,"General Freire, Curicó Ad."
1953-05-08,-34.96944,-71.21694,20.5,340031.0,"General Freire, Curicó Ad."
1953-05-09,-34.96944,-71.21694,18.6,340031.0,"General Freire, Curicó Ad."
1953-05-10,-34.96944,-71.21694,17.9,340031.0,"General Freire, Curicó Ad."
1953-05-11,-34.96944,-71.21694,18.0,340031.0,"General Freire, Curicó Ad."
1953-05-12,-34.96944,-71.21694,19.4,340031.0,"General Freire, Curicó Ad."
1953-05-13,-34.96944,-71.21694,16.4,340031.0,"General Freire, Curicó Ad."
1953-05-14,-34.96944,-71.21694,17.5,340031.0,"General Freire, Curicó Ad."
1953-05-15,-34.96944,-71.21694,25.0,340031.0,"General Freire, Curicó Ad."
1953-05-16,-34.96944,-71.21694,23.4,340031.0,"General Freire, Curicó Ad."
1953-05-17,-34.96944,-71.21694,17.8,340031.0,"General Freire, Curicó Ad."
1953-05-18,-34.96944,-71.21694,19.8,340031.0,"General Freire, Curicó Ad."
