time,latitud,longitud,QFF_Valor,CodigoNacional,nombreEstacion
1955-01-01 12:00:00,-33.445,-70.68278,950.7,330020.0,"Quinta Normal, Santiago"
1955-01-01 18:00:00,-33.445,-70.68278,950.5,330020.0,"Quinta Normal, Santiago"
1955-01-01 23:00:00,-33.445,-70.68278,950.2,330020.0,"Quinta Normal, Santiago"
1955-01-02 12:00:00,-33.445,-70.68278,952.5,330020.0,"Quinta Normal, Santiago"
1955-01-02 18:00:00,-33.445,-70.68278,952.2,330020.0,"Quinta Normal, Santiago"
1955-01-02 23:00:00,-33.445,-70.68278,950.8,330020.0,"Quinta Normal, Santiago"
1955-01-03 12:00:00,-33.445,-70.68278,954.0,330020.0,"Quinta Normal, Santiago"
1955-01-03 18:00:00,-33.445,-70.68278,952.2,330020.0,"Quinta Normal, Santiago"
1955-01-03 23:00:00,-33.445,-70.68278,950.2,330020.0,"Quinta Normal, Santiago"
1955-01-04 12:00:00,-33.445,-70.68278,954.3,330020.0,"Quinta Normal, Santiago"
1955-01-04 18:00:00,-33.445,-70.68278,952.8,330020.0,"Quinta Normal, Santiago"
1955-01-04 23:00:00,-33.445,-70.68278,953.0,330020.0,"Quinta Normal, Santiago"
1955-01-05 12:00:00,-33.445,-70.68278,955.0,330020.0,"Quinta Normal, Santiago"
1955-01-05 18:00:00,-33.445,-70.68278,953.9,330020.0,"Quinta Normal, Santiago"
1955-01-05 23:00:00,-33.445,-70.68278,951.7,330020.0,"Quinta Normal, Santiago"
1955-01-06 12:00:00,-33.445,-70.68278,952.8,330020.0,"Quinta Normal, Santiago"
1955-01-06 18:00:00,-33.445,-70.68278,951.1,330020.0,"Quinta Normal, Santiago"
1955-01-06 23:00:00,-33.445,-70.68278,950.3,330020.0,"Quinta Normal, Santiago"
1955-01-07 12:00:00,-33.445,-70.68278,953.7,330020.0,"Quinta Normal, Santiago"
1955-01-07 18:00:00,-33.445,-70.68278,951.2,330020.0,"Quinta Normal, Santiago"
1955-01-07 23:00:00,-33.445,-70.68278,950.8,330020.0,"Quinta Normal, Santiago"
1955-01-08 12:00:00,-33.445,-70.68278,949.6,330020.0,"Quinta Normal, Santiago"
1955-01-08 18:00:00,-33.445,-70.68278,947.2,330020.0,"Quinta Normal, Santiago"
1955-01-08 23:00:00,-33.445,-70.68278,946.7,330020.0,"Quinta Normal, Santiago"
1955-01-09 12:00:00,-33.445,-70.68278,950.7,330020.0,"Quinta Normal, Santiago"
1955-01-09 18:00:00,-33.445,-70.68278,952.4,330020.0,"Quinta Normal, Santiago"
1955-01-09 23:00:00,-33.445,-70.68278,951.3,330020.0,"Quinta Normal, Santiago"
1955-01-10 12:00:00,-33.445,-70.68278,956.5,330020.0,"Quinta Normal, Santiago"
1955-01-10 18:00:00,-33.445,-70.68278,956.0,330020.0,"Quinta Normal, Santiago"
1955-01-10 23:00:00,-33.445,-70.68278,953.5,330020.0,"Quinta Normal, Santiago"
1955-01-11 12:00:00,-33.445,-70.68278,953.5,330020.0,"Quinta Normal, Santiago"
1955-01-11 18:00:00,-33.445,-70.68278,953.1,330020.0,"Quinta Normal, Santiago"
1955-01-11 23:00:00,-33.445,-70.68278,951.8,330020.0,"Quinta Normal, Santiago"
1955-01-12 12:00:00,-33.445,-70.68278,951.8,330020.0,"Quinta Normal, Santiago"
