time,latitud,longitud,dd_Valor,ff_Valor,VRB_Valor,CodigoNacional,nombreEstacion
2022-01-01 01:00:00,-18.35555,-70.34028,220.0,3.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 02:00:00,-18.35555,-70.34028,,2.0,1.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 03:00:00,-18.35555,-70.34028,320.0,3.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 04:00:00,-18.35555,-70.34028,330.0,3.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 05:00:00,-18.35555,-70.34028,360.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 06:00:00,-18.35555,-70.34028,80.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 07:00:00,-18.35555,-70.34028,90.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 08:00:00,-18.35555,-70.34028,100.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 09:00:00,-18.35555,-70.34028,90.0,5.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 10:00:00,-18.35555,-70.34028,70.0,2.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 11:00:00,-18.35555,-70.34028,50.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 12:00:00,-18.35555,-70.34028,0.0,0.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 13:00:00,-18.35555,-70.34028,310.0,3.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 14:00:00,-18.35555,-70.34028,260.0,8.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 15:00:00,-18.35555,-70.34028,250.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 16:00:00,-18.35555,-70.34028,240.0,13.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 17:00:00,-18.35555,-70.34028,230.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 18:00:00,-18.35555,-70.34028,230.0,13.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 19:00:00,-18.35555,-70.34028,220.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 20:00:00,-18.35555,-70.34028,220.0,11.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 21:00:00,-18.35555,-70.34028,220.0,10.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 22:00:00,-18.35555,-70.34028,220.0,8.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-01 23:00:00,-18.35555,-70.34028,220.0,6.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-02 00:00:00,-18.35555,-70.34028,210.0,4.0,0.0,180005.0,"Chacalluta, Arica Ap."
2022-01-02 01:00:00,-18.35555,-70.34028,,2.0,1.0,180005.0,"Chacalluta, Arica Ap."
