time,latitud,longitud,TnAM,CodigoNacional,nombreEstacion
2022-01-01 12:00:00,-18.35555,-70.34028,16.8,180005.0,"Chacalluta, Arica Ap."
2022-01-02 12:00:00,-18.35555,-70.34028,16.9,180005.0,"Chacalluta, Arica Ap."
2022-01-03 12:00:00,-18.35555,-70.34028,17.1,180005.0,"Chacalluta, Arica Ap."
2022-01-04 12:00:00,-18.35555,-70.34028,17.3,180005.0,"Chacalluta, Arica Ap."
2022-01-05 12:00:00,-18.35555,-70.34028,16.9,180005.0,"Chacalluta, Arica Ap."
2022-01-06 12:00:00,-18.35555,-70.34028,19.1,180005.0,"Chacalluta, Arica Ap."
2022-01-07 12:00:00,-18.35555,-70.34028,19.5,180005.0,"Chacalluta, Arica Ap."
2022-01-08 12:00:00,-18.35555,-70.34028,19.8,180005.0,"Chacalluta, Arica Ap."
2022-01-09 12:00:00,-18.35555,-70.34028,19.9,180005.0,"Chacalluta, Arica Ap."
2022-01-10 12:00:00,-18.35555,-70.34028,20.9,180005.0,"Chacalluta, Arica Ap."
2022-01-11 12:00:00,-18.35555,-70.34028,21.1,180005.0,"Chacalluta, Arica Ap."
2022-01-12 12:00:00,-18.35555,-70.34028,19.8,180005.0,"Chacalluta, Arica Ap."
2022-01-13 12:00:00,-18.35555,-70.34028,18.9,180005.0,"Chacalluta, Arica Ap."
2022-01-14 12:00:00,-18.35555,-70.34028,20.6,180005.0,"Chacalluta, Arica Ap."
2022-01-15 12:00:00,-18.35555,-70.34028,19.2,180005.0,"Chacalluta, Arica Ap."
2022-01-16 12:00:00,-18.35555,-70.34028,19.7,180005.0,"Chacalluta, Arica Ap."
2022-01-17 12:00:00,-18.35555,-70.34028,19.3,180005.0,"Chacalluta, Arica Ap."
2022-01-01 12:00:00,-18.2,-69.5625,8.6,180017.0,Putre
2022-01-02 12:00:00,-18.2,-69.5625,6.6,180017.0,Putre
2022-01-03 12:00:00,-18.2,-69.5625,3.9,180017.0,Putre
2022-01-04 12:00:00,-18.2,-69.5625,4.2,180017.0,Putre
2022-01-05 12:00:00,-18.2,-69.5625,3.6,180017.0,Putre
2022-01-06 12:00:00,-18.2,-69.5625,5.0,180017.0,Putre
2022-01-07 12:00:00,-18.2,-69.5625,7.3,180017.0,Putre
2022-01-08 12:00:00,-18.2,-69.5625,5.1,180017.0,Putre
2022-01-09 12:00:00,-18.2,-69.5625,5.3,180017.0,Putre
2022-01-10 12:00:00,-18.2,-69.5625,5.5,180017.0,Putre
2022-01-11 12:00:00,-18.2,-69.5625,4.1,180017.0,Putre
2022-01-12 12:00:00,-18.2,-69.5625,6.0,180017.0,Putre
2022-01-14 12:00:00,-18.2,-69.5625,6.1,180017.0,Putre
2022-01-15 12:00:00,-18.2,-69.5625,4.9,180017.0,Putre
2022-01-16 12:00:00,-18.2,-69.5625,6.1,180017.0,Putre
2022-01-17 12:00:00,-18.2,-69.5625,5.9,180017.0,Putre
2022-01-01 12:00:00,-20.54917,-70.18111,17.3,200006.0,Diego Aracena Iquique Ap.
2022-01-02 12:00:00,-20.54917,-70.18111,18.3,200006.0,Diego Aracena Iquique Ap.
2022-01-03 12:00:00,-20.54917,-70.18111,18.5,200006.0,Diego Aracena Iquique Ap.
2022-01-04 12:00:00,-20.54917,-70.18111,18.0,200006.0,Diego Aracena Iquique Ap.
2022-01-05 12:00:00,-20.54917,-70.18111,18.2,200006.0,Diego Aracena Iquique Ap.
2022-01-06 12:00:00,-20.54917,-70.18111,17.6,200006.0,Diego Aracena Iquique Ap.
